wals_code	name	latitude	longitude	genus	family	countrycodes	features
thy	Kuuk Thaayorre	-14.5833333333	141.833333333	Northern Pama-Nyungan	Pama-Nyungan	US	coding_of_nominal_plurality=2 -|definite_articles=5 No definite or indefinite article|expression_of_pronominal_subjects=2 -|indefinite_articles=5 -|minor_morphological_means_of_signaling_negation=4 None|negative_morphemes=2 -|negsov_order=4 -|order_of_adjective_and_noun=2 Noun-Adjective|order_of_adposition_and_noun_phrase=3 Inpositions|order_of_adverbial_subordinator_and_clause=1 Initial subordinator word|order_of_degree_word_and_adjective=3 No dominant order|order_of_demonstrative_and_noun=2 -|order_of_genitive_and_noun=2 Noun-Genitive|order_of_negative_morpheme_and_verb=1 NegV|order_of_numeral_and_noun=1 -|order_of_object_and_verb=1 OV|order_of_relative_clause_and_noun=1 Noun-Relative clause|order_of_subject,_object_and_verb=2 -|order_of_subject_and_verb=1 -|polar_questions=6 Interrogative intonation only|position_of_case_affixes=8 Inpositional clitics|position_of_interrogative_phrases_in_content_questions=2 -|position_of_negative_word_with_respect_to_subject,_object,_and_verb=20 -|position_of_negative_words_relative_to_beginning_and_end_of_clause_and_with_respect_to_adjacency_to_verb=3 Immed preverbal|position_of_polar_question_particles=2 -|position_of_pronominal_possessive_affixes=4 No possessive affixes|position_of_tense-aspect_affixes=2 Tense-aspect suffixes|postnominal_relative_clauses=1 -|postverbal_negative_morphemes=4 None|prefixing_vs._suffixing_in_inflectional_morphology=2 -|preverbal_negative_morphemes=1 -|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=4 -|relationship_between_the_order_of_object_and_verb_and_the_order_of_adposition_and_noun_phrase=4 -|relationship_between_the_order_of_object_and_verb_and_the_order_of_relative_clause_and_noun=4 -|snegov_order=4 -|sonegv_order=8 -|sovneg_order=11 NoSOVNeg|the_position_of_negative_morphemes_in_sov_languages=6 -
tna	Turkana	3.0	35.5	Nilotic	Eastern Sudanic	US	alignment_of_verbal_person_marking=6 Split|asymmetrical_case-marking=4 Subtractive-quantitatively asymmetrical|coding_of_nominal_plurality=6 Mixed morphological plural|definite_articles=5 No definite or indefinite article|distance_contrasts_in_demonstratives=2 Two-way contrast|ditransitive_constructions:_the_verb_'give'=2 Double-object construction|expression_of_pronominal_subjects=2 Subject affixes on verb|finger_and_hand=2 Different|gender_distinctions_in_independent_personal_pronouns=6 No gender distinctions|hand_and_arm=1 Identical|indefinite_articles=5 No definite or indefinite article|intensifiers_and_reflexive_pronouns=1 Identical|minor_morphological_means_of_signaling_negation=4 -|negative_morphemes=1 Negative affix|nominal_and_locational_predication=1 Different|nonperiphrastic_causative_constructions=2 Morphological but no compound|noun_phrase_conjunction=2 'And' identical to 'with'|number_of_cases=6 6-7 cases|order_of_adjective_and_noun=2 Noun-Adjective|order_of_adposition_and_noun_phrase=2 Prepositions|order_of_adverbial_subordinator_and_clause=1 Initial subordinator word|order_of_demonstrative_and_noun=2 Noun-Demonstrative|order_of_genitive_and_noun=2 Noun-Genitive|order_of_negative_morpheme_and_verb=3 [Neg-V]|order_of_numeral_and_noun=2 Noun-Numeral|order_of_object,_oblique,_and_verb=1 VOX|order_of_object_and_verb=2 VO|order_of_person_markers_on_the_verb=3 P precedes A|order_of_relative_clause_and_noun=1 Noun-Relative clause|order_of_subject,_object_and_verb=3 VSO|order_of_subject_and_verb=2 VS|ordinal_numerals=6 First, two-th, three-th|passive_constructions=1 Present|periphrastic_causative_constructions=1 Sequential but no purposive|person_marking_on_adpositions=2 No person marking|polar_questions=1 Question particle|position_of_case_affixes=5 Mixed morphological case|position_of_interrogative_phrases_in_content_questions=2 Not initial interrogative phrase|position_of_negative_word_with_respect_to_subject,_object,_and_verb=20 MorphNeg|position_of_polar_question_particles=2 Final|position_of_tense-aspect_affixes=1 Tense-aspect prefixes|postnominal_relative_clauses=1 Noun-Relative clause (NRel) dominant|postverbal_negative_morphemes=4 None|predicative_adjectives=1 Verbal encoding|predicative_possession=3 Topic|prefixing_vs._suffixing_in_inflectional_morphology=6 Strong prefixing|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=4 VO and NAdj|relationship_between_the_order_of_object_and_verb_and_the_order_of_adposition_and_noun_phrase=4 VO and Prepositions|relationship_between_the_order_of_object_and_verb_and_the_order_of_relative_clause_and_noun=4 VO and NRel|suppletion_according_to_tense_and_aspect=1 Tense|suppletion_in_imperatives_and_hortatives=5 -|the_morphological_imperative=1 Second singular and second plural|the_position_of_negative_morphemes_in_verb-initial_languages=1 -|the_prohibitive=3 Special imperative + normal negative|third_person_pronouns_and_demonstratives=1 Unrelated|third_person_zero_of_verbal_person_marking=2 No zero realization|verb-initial_with_clause-final_negative=4 No clause-final neg|verb-initial_with_negative_that_is_immediately_postverbal_or_between_subject_and_object=6 -|verb-initial_with_preverbal_negative=2 Prefix, no double negation	Preverbal_Negative_Morphemes=2 [Neg-V]|verbal_number_and_suppletion=1 None|verbal_person_marking=5 Both the A and P arguments|zero_copula_for_predicate_nominals=2 Possible
toj	Tojolabal	16.3333333333	-91.5	Mayan	Mayan	US	finger_and_hand=2 Different|hand_and_arm=2 -|ordinal_numerals=6 -|perfective/imperfective_aspect=2 -|reduplication=1 Productive full and partial reduplication|the_future_tense=2 -|the_past_tense=4 -|the_perfect=3 Other perfect
tuc	Tucano	0.5	-69.1666666667	Tucanoan	Tucanoan	US	coding_of_evidentiality=3 Part of the tense system|coding_of_nominal_plurality=2 Plural suffix|definite_articles=1 -|finger_and_hand=2 Different|green_and_blue=2 -|hand_and_arm=1 Identical|indefinite_articles=5 No definite or indefinite article|minor_morphological_means_of_signaling_negation=4 None|negative_morphemes=1 Negative affix|number_of_basic_colour_categories=2 4.5-5.5|number_of_non-derived_basic_colour_categories=5 5|numeral_classifiers=2 Optional|order_of_adjective_and_noun=2 -|order_of_adposition_and_noun_phrase=1 Postpositions|order_of_adverbial_subordinator_and_clause=1 -|order_of_demonstrative_and_noun=2 -|order_of_negative_morpheme_and_verb=4 [V-Neg]|order_of_numeral_and_noun=1 -|order_of_object,_oblique,_and_verb=6 No dominant order|order_of_object_and_verb=1 OV|order_of_relative_clause_and_noun=2 Relative clause-Noun|order_of_subject_and_verb=1 -|perfective/imperfective_aspect=2 No grammatical marking|polar_questions=2 Interrogative verb morphology|position_of_case_affixes=6 Postpositional clitics|position_of_negative_word_with_respect_to_subject,_object,_and_verb=20 -|position_of_polar_question_particles=6 No question particle|position_of_tense-aspect_affixes=2 Tense-aspect suffixes|postverbal_negative_morphemes=4 -|prefixing_vs._suffixing_in_inflectional_morphology=2 Strongly suffixing|prenominal_relative_clauses=1 Relative clause-Noun (RelN) dominant|preverbal_negative_morphemes=4 None|reciprocal_constructions=2 Distinct from reflexive|red_and_yellow=2 Red/yellow|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=5 Other|relationship_between_the_order_of_object_and_verb_and_the_order_of_adposition_and_noun_phrase=1 OV and Postpositions|relationship_between_the_order_of_object_and_verb_and_the_order_of_relative_clause_and_noun=1 OV and RelN|semantic_distinctions_of_evidentiality=3 Direct and indirect|the_associative_plural=1 Associative same as additive plural|the_future_tense=1 Inflectional future exists|the_past_tense=2 Present, 2-3 remoteness distinctions|the_perfect=3 Other perfect|the_position_of_negative_morphemes_in_sov_languages=21 SV&OV&[V-Neg]
tuy	Tuyuca	0.5	-70.0833333333	Tucanoan	Tucanoan	US	coding_of_evidentiality=1 -|finger_and_hand=2 Different|hand_and_arm=2 Different|minor_morphological_means_of_signaling_negation=4 None|negative_morphemes=2 -|negsov_order=4 -|numeral_classifiers=1 -|order_of_adposition_and_noun_phrase=1 Postpositions|order_of_demonstrative_and_noun=1 Demonstrative-Noun|order_of_negative_morpheme_and_verb=4 [V-Neg]|order_of_numeral_and_noun=1 Numeral-Noun|order_of_object_and_verb=1 OV|order_of_subject,_object_and_verb=1 SOV|order_of_subject_and_verb=1 -|polar_questions=2 Interrogative verb morphology|position_of_case_affixes=6 Postpositional clitics|position_of_negative_word_with_respect_to_subject,_object,_and_verb=20 MorphNeg|position_of_polar_question_particles=6 No question particle|postverbal_negative_morphemes=4 -|preverbal_negative_morphemes=4 None|relationship_between_the_order_of_object_and_verb_and_the_order_of_adposition_and_noun_phrase=1 OV and Postpositions|semantic_distinctions_of_evidentiality=3 Direct and indirect|snegov_order=4 -|sonegv_order=8 No SONegV|sovneg_order=2 Suffix&NoDoubleNeg|subtypes_of_asymmetric_standard_negation=7 -|symmetric_and_asymmetric_standard_negation=1 Symmetric|the_position_of_negative_morphemes_in_sov_languages=6 SO[V-Neg]|the_prohibitive=3 Special imperative + normal negative
tza	Tzeltal (Aguacatenango)	16.4166666667	-92.5	Mayan	Mayan	US	absence_of_common_consonants=1 All present|consonant-vowel_ratio=4 Moderately high|consonant_inventories=3 Average|front_rounded_vowels=1 None|glottalized_consonants=2 Ejectives only|lateral_consonants=2 /l/, no obstruent laterals|presence_of_uncommon_consonants=1 -|syllable_structure=2 -|tone=1 -|uvular_consonants=1 None|voicing_and_gaps_in_plosive_systems=2 None missing in /p t k b d g/|voicing_in_plosives_and_fricatives=4 -|vowel_quality_inventories=2 -
tzo	Tzotzil	16.5	-92.6666666667	Mayan	Mayan	US	coding_of_evidentiality=4 Separate particle|coding_of_nominal_plurality=2 Plural suffix|imperative-hortative_systems=1 Maximal system|minor_morphological_means_of_signaling_negation=4 -|negative_morphemes=2 Negative particle|nominal_and_locational_predication=1 Different|nonperiphrastic_causative_constructions=2 Morphological but no compound|order_of_adposition_and_noun_phrase=2 Prepositions|order_of_adverbial_subordinator_and_clause=1 Initial subordinator word|order_of_genitive_and_noun=2 Noun-Genitive|order_of_negative_morpheme_and_verb=1 -|order_of_object,_oblique,_and_verb=1 VOX|order_of_object_and_verb=2 VO|order_of_subject,_object_and_verb=4 VOS|order_of_subject_and_verb=2 VS|ordinal_numerals=6 First, two-th, three-th|periphrastic_causative_constructions=2 Purposive but no sequential|polar_questions=1 Question particle|position_of_negative_word_with_respect_to_subject,_object,_and_verb=12 NegVOS|position_of_polar_question_particles=1 Initial|position_of_pronominal_possessive_affixes=1 Possessive prefixes|position_of_tense-aspect_affixes=4 Mixed type|postverbal_negative_morphemes=4 None|predicative_adjectives=1 Verbal encoding|prefixing_vs._suffixing_in_inflectional_morphology=4 Equal prefixing and suffixing|preverbal_negative_morphemes=1 NegV|reduplication=1 Productive full and partial reduplication|relationship_between_the_order_of_object_and_verb_and_the_order_of_adposition_and_noun_phrase=4 VO and Prepositions|semantic_distinctions_of_evidentiality=2 Indirect only|the_morphological_imperative=1 Second singular and second plural|the_position_of_negative_morphemes_in_verb-initial_languages=1 -|verb-initial_with_clause-final_negative=4 No clause-final neg|verb-initial_with_negative_that_is_immediately_postverbal_or_between_subject_and_object=6 -|verb-initial_with_preverbal_negative=1 Separate word, no double negation	Position_of_negative_words_relative_to_beginning_and_end_of_clause_and_with_respect_to_adjacency_to_verb=3 Immed preverbal|zero_copula_for_predicate_nominals=1 Impossible
tzu	Tzutujil	14.6666666667	-91.3333333333	Mayan	Mayan	US	'want'_complement_subjects=2 Subject is expressed overtly|'when'_clauses=1 Balanced|alignment_of_verbal_person_marking=3 Ergative|antipassive_constructions=2 Oblique patient|coding_of_evidentiality=4 Separate particle|coding_of_nominal_plurality=7 Plural word|definite_articles=1 Definite word distinct from demonstrative|distance_contrasts_in_demonstratives=3 Three-way contrast|ditransitive_constructions:_the_verb_'give'=1 Indirect-object construction|gender_distinctions_in_independent_personal_pronouns=6 No gender distinctions|imperative-hortative_systems=1 Maximal system|indefinite_articles=1 Indefinite word distinct from 'one'|languages_with_two_dominant_orders_of_subject,_object,_and_verb=1 -|m-t_pronouns=1 No M-T pronouns|m_in_first_person_singular=1 No m in first person singular|m_in_second_person_singular=1 No m in second person singular|minor_morphological_means_of_signaling_negation=4 -|multiple_negative_constructions_in_svo_languages=13 SNegVO/NegVOS|n-m_pronouns=1 No N-M pronouns|negative_indefinite_pronouns_and_predicate_negation=2 No predicate negation|negative_morphemes=2 Negative particle|negsvo_order=4 -|nominal_and_locational_predication=1 Different|nominal_and_verbal_conjunction=1 Identity|noun_phrase_conjunction=2 'And' identical to 'with'|obligatory_possessive_inflection=1 Exists|occurrence_of_nominal_plurality=6 All nouns, always obligatory|order_of_adjective_and_noun=3 No dominant order|order_of_adposition_and_noun_phrase=2 Prepositions|order_of_adverbial_subordinator_and_clause=1 Initial subordinator word|order_of_degree_word_and_adjective=3 No dominant order|order_of_demonstrative_and_noun=6 Mixed|order_of_genitive_and_noun=2 Noun-Genitive|order_of_negative_morpheme_and_verb=1 NegV|order_of_numeral_and_noun=1 Numeral-Noun|order_of_object,_oblique,_and_verb=1 VOX|order_of_object_and_verb=2 VO|order_of_person_markers_on_the_verb=3 P precedes A|order_of_relative_clause_and_noun=1 Noun-Relative clause|order_of_subject,_object_and_verb=7 No dominant order|order_of_subject_and_verb=3 No dominant order|passive_constructions=1 Present|person_marking_on_adpositions=4 Pronouns and nouns|polar_questions=1 Question particle|position_of_case_affixes=9 No case affixes or adpositional clitics|position_of_interrogative_phrases_in_content_questions=1 Initial interrogative phrase|position_of_negative_word_with_respect_to_subject,_object,_and_verb=16 More than one position|position_of_negative_words_relative_to_beginning_and_end_of_clause_and_with_respect_to_adjacency_to_verb=3 -|position_of_polar_question_particles=1 Initial|position_of_pronominal_possessive_affixes=1 Possessive prefixes|position_of_tense-aspect_affixes=4 Mixed type|possessive_classification=3 Three to five classes|postnominal_relative_clauses=1 Noun-Relative clause (NRel) dominant|postverbal_negative_morphemes=4 None|predicative_adjectives=1 Verbal encoding|predicative_possession=3 Topic|prefixing_vs._suffixing_in_inflectional_morphology=6 Strong prefixing|preverbal_negative_morphemes=1 NegV|productivity_of_the_antipassive_construction=4 -|pronominal_and_adnominal_demonstratives=1 Identical|purpose_clauses=3 Deranked|reason_clauses=1 Balanced|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=5 Other|relationship_between_the_order_of_object_and_verb_and_the_order_of_adposition_and_noun_phrase=4 VO and Prepositions|relationship_between_the_order_of_object_and_verb_and_the_order_of_relative_clause_and_noun=4 VO and NRel|semantic_distinctions_of_evidentiality=2 Indirect only|svnego_order=7 No SVNegO|svoneg_order=4 -|the_morphological_imperative=1 Second singular and second plural|the_optative=2 Inflectional optative absent|the_position_of_negative_morphemes_in_svo_languages=13 More than one construction|the_position_of_negative_morphemes_in_verb-initial_languages=1 -|third_person_pronouns_and_demonstratives=2 Related for all demonstratives|third_person_zero_of_verbal_person_marking=4 Zero in all 3sg forms|utterance_complement_clauses=1 Balanced|verb-initial_with_clause-final_negative=4 No clause-final neg|verb-initial_with_negative_that_is_immediately_postverbal_or_between_subject_and_object=6 -|verb-initial_with_preverbal_negative=1 Separate word, no double negation	SNegVO_Order=?|verbal_person_marking=5 Both the A and P arguments|zero_copula_for_predicate_nominals=1 Impossible
uhi	Uradhi	-11.9166666667	142.416666667	Northern Pama-Nyungan	Pama-Nyungan	US	alignment_of_verbal_person_marking=2 -|coding_of_evidentiality=1 -|comitatives_and_instrumentals=2 -|expression_of_pronominal_subjects=1 Obligatory pronouns in subject position|finger_and_hand=2 -|fixed_stress_locations=1 -|gender_distinctions_in_independent_personal_pronouns=6 No gender distinctions|hand_and_arm=2 Different|inclusive/exclusive_forms_in_pama-nyungan=2 -|locus_of_marking:_whole-language_typology=5 -|locus_of_marking_in_possessive_noun_phrases=2 -|locus_of_marking_in_the_clause=1 -|m-t_pronouns=1 -|m_in_first_person_singular=1 -|m_in_second_person_singular=1 -|n-m_pronouns=1 -|nominal_and_locational_predication=1 -|nonperiphrastic_causative_constructions=2 -|number_of_genders=1 -|number_of_possessive_nouns=1 -|numeral_classifiers=1 -|obligatory_possessive_inflection=2 -|order_of_adjective_and_noun=2 -|order_of_demonstrative_and_noun=2 -|order_of_genitive_and_noun=1 -|order_of_object_and_verb=1 OV|order_of_person_markers_on_the_verb=1 -|order_of_subject,_object_and_verb=2 -|order_of_subject_and_verb=1 -|passive_constructions=1 -|person_marking_on_adpositions=1 No adpositions|plurality_in_independent_personal_pronouns=4 -|position_of_case_affixes=9 -|position_of_interrogative_phrases_in_content_questions=2 Not initial interrogative phrase|position_of_pronominal_possessive_affixes=2 -|position_of_tense-aspect_affixes=2 -|possessive_classification=1 -|predicative_adjectives=2 Nonverbal encoding|prefixing_vs._suffixing_in_inflectional_morphology=2 -|reduplication=1 -|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=4 -|semantic_distinctions_of_evidentiality=1 No grammatical evidentials|sex-based_and_non-sex-based_gender_systems=1 -|systems_of_gender_assignment=1 -|third_person_zero_of_verbal_person_marking=1 No person marking|verbal_person_marking=5 -|weight-sensitive_stress=8 -|weight_factors_in_weight-sensitive_stress_systems=1 No weight|zero_copula_for_predicate_nominals=1 -|zero_marking_of_a_and_p_arguments=2 -
usa	Usan	-4.83333333333	145.166666667	Madang	Trans-New Guinea	US	absence_of_common_consonants=1 All present|alignment_of_case_marking_of_full_noun_phrases=1 Neutral|alignment_of_case_marking_of_pronouns=1 -|alignment_of_verbal_person_marking=2 -|antipassive_constructions=3 -|applicative_constructions=8 -|asymmetrical_case-marking=1 -|case_syncretism=1 No case marking|coding_of_evidentiality=1 No grammatical evidentials|consonant-vowel_ratio=3 -|consonant_inventories=1 Small|definite_articles=2 Demonstrative word used as definite article|ditransitive_constructions:_the_verb_'give'=3 Secondary-object construction|epistemic_possibility=2 Affixes on verbs|expression_of_pronominal_subjects=2 Subject affixes on verb|fixed_stress_locations=1 No fixed stress|front_rounded_vowels=1 None|gender_distinctions_in_independent_personal_pronouns=6 No gender distinctions|glottalized_consonants=1 No glottalized consonants|inclusive/exclusive_distinction_in_independent_pronouns=3 No inclusive/exclusive|inclusive/exclusive_distinction_in_verbal_inflection=1 -|indefinite_pronouns=2 Generic-noun-based|intensifiers_and_reflexive_pronouns=2 Differentiated|lateral_consonants=2 -|locus_of_marking:_whole-language_typology=1 Head-marking|locus_of_marking_in_possessive_noun_phrases=1 Head marking|locus_of_marking_in_the_clause=1 Head marking|m-t_pronouns=2 M-T pronouns, paradigmatic|m_in_first_person_singular=1 -|m_in_second_person_singular=1 No m in second person singular|minor_morphological_means_of_signaling_negation=4 None|n-m_pronouns=1 -|negative_morphemes=2 Negative particle|negsov_order=4 No NegSOV|nominal_and_locational_predication=2 Identical|nominal_and_verbal_conjunction=1 -|nonperiphrastic_causative_constructions=2 Morphological but no compound|noun_phrase_conjunction=1 'And' different from 'with'|number_of_cases=1 -|number_of_genders=1 None|occurrence_of_nominal_plurality=1 No nominal plural|order_of_adjective_and_noun=2 Noun-Adjective|order_of_adposition_and_noun_phrase=1 Postpositions|order_of_degree_word_and_adjective=1 -|order_of_demonstrative_and_noun=2 -|order_of_genitive_and_noun=1 Genitive-Noun|order_of_negative_morpheme_and_verb=1 NegV|order_of_numeral_and_noun=2 Noun-Numeral|order_of_object_and_verb=1 OV|order_of_person_markers_on_the_verb=1 -|order_of_subject,_object_and_verb=1 SOV|order_of_subject_and_verb=1 -|ordinal_numerals=8 Various|other_roles_of_applied_objects=4 No other roles (EQUALS Only benefactive)|overlap_between_situational_and_epistemic_modal_marking=3 No overlap|passive_constructions=2 Absent|person_marking_on_adpositions=3 Pronouns only|plurality_in_independent_personal_pronouns=4 Person-number stem|polar_questions=1 -|position_of_interrogative_phrases_in_content_questions=2 Not initial interrogative phrase|position_of_negative_word_with_respect_to_subject,_object,_and_verb=7 SONegV|position_of_negative_words_relative_to_beginning_and_end_of_clause_and_with_respect_to_adjacency_to_verb=3 Immed preverbal|position_of_polar_question_particles=6 No question particle|position_of_tense-aspect_affixes=2 Tense-aspect suffixes|postverbal_negative_morphemes=4 None|predicative_adjectives=2 Nonverbal encoding|predicative_possession=5 -|presence_of_uncommon_consonants=1 None|preverbal_negative_morphemes=1 NegV|productivity_of_the_antipassive_construction=4 no antipassive|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=2 OV and NAdj|relationship_between_the_order_of_object_and_verb_and_the_order_of_adposition_and_noun_phrase=1 OV and Postpositions|relativization_on_obliques=4 -|relativization_on_subjects=2 Non-reduction|semantic_distinctions_of_evidentiality=1 No grammatical evidentials|sex-based_and_non-sex-based_gender_systems=1 No gender|situational_possibility=2 -|snegov_order=4 No SNegOV|sonegv_order=8 -|sovneg_order=11 NoSOVNeg|subtypes_of_asymmetric_standard_negation=4 A/Fin and A/NonReal|suppletion_according_to_tense_and_aspect=1 Tense|suppletion_in_imperatives_and_hortatives=5 None (EQUALS no suppletive imperatives reported in the reference material)|syllable_structure=2 Moderately complex|symmetric_and_asymmetric_standard_negation=3 -|syncretism_in_verbal_person/number_marking=2 Syncretic|systems_of_gender_assignment=1 No gender|the_optative=2 Inflectional optative absent|the_position_of_negative_morphemes_in_sov_languages=6 -|the_velar_nasal=3 -|third_person_pronouns_and_demonstratives=1 -|third_person_zero_of_verbal_person_marking=2 -|tone=1 -|uvular_consonants=1 None|verbal_number_and_suppletion=3 Singular-plural pairs, suppletion|verbal_person_marking=5 Both the A and P arguments|voicing_and_gaps_in_plosive_systems=1 Other|voicing_in_plosives_and_fricatives=4 -|vowel_nasalization=2 -|vowel_quality_inventories=2 Average (5-6)|weight-sensitive_stress=7 Not predictable|weight_factors_in_weight-sensitive_stress_systems=1 -|zero_copula_for_predicate_nominals=1 -|zero_marking_of_a_and_p_arguments=2 Non-zero marking
wgu	Warrongo	-18.0	145.0	Northern Pama-Nyungan	Pama-Nyungan	US	antipassive_constructions=3 -|inclusive/exclusive_forms_in_pama-nyungan=2 -|productivity_of_the_antipassive_construction=4 -|reciprocal_constructions=2 Distinct from reflexive
wme	Wambule	29.25	85.9166666667	Mahakiranti	Sino-Tibetan	US	coding_of_nominal_plurality=2 -|indefinite_articles=5 -|minor_morphological_means_of_signaling_negation=4 -|negative_morphemes=1 Negative affix|negsov_order=4 -|order_of_adjective_and_noun=2 -|order_of_adposition_and_noun_phrase=2 -|order_of_adverbial_subordinator_and_clause=1 Initial subordinator word|order_of_degree_word_and_adjective=1 -|order_of_demonstrative_and_noun=1 Demonstrative-Noun|order_of_genitive_and_noun=1 -|order_of_negative_morpheme_and_verb=3 [Neg-V]|order_of_numeral_and_noun=1 -|order_of_object_and_verb=2 -|order_of_subject,_object_and_verb=2 -|order_of_subject_and_verb=1 -|position_of_case_affixes=6 Postpositional clitics|position_of_interrogative_phrases_in_content_questions=2 -|position_of_negative_word_with_respect_to_subject,_object,_and_verb=20 -|postverbal_negative_morphemes=4 -|preverbal_negative_morphemes=2 [Neg-V]|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=4 -|relationship_between_the_order_of_object_and_verb_and_the_order_of_adposition_and_noun_phrase=4 -|snegov_order=4 No SNegOV|sonegv_order=8 -|sovneg_order=11 NoSOVNeg|the_position_of_negative_morphemes_in_sov_languages=5 SO[Neg-V]
wmu	Wik Munkan	-13.9166666667	141.75	Northern Pama-Nyungan	Pama-Nyungan	US	absence_of_common_consonants=3 No fricatives|consonant-vowel_ratio=3 -|consonant_inventories=3 -|finger_and_hand=2 Different|front_rounded_vowels=1 None|glottalized_consonants=1 -|hand_and_arm=2 -|inclusive/exclusive_forms_in_pama-nyungan=2 -|indefinite_pronouns=1 -|lateral_consonants=2 /l/, no obstruent laterals|minor_morphological_means_of_signaling_negation=4 None|negative_morphemes=2 -|order_of_adjective_and_noun=2 -|order_of_demonstrative_and_noun=2 -|order_of_genitive_and_noun=1 -|order_of_negative_morpheme_and_verb=1 -|order_of_numeral_and_noun=2 Noun-Numeral|order_of_object_and_verb=1 OV|order_of_subject,_object_and_verb=1 SOV|order_of_subject_and_verb=1 -|position_of_case_affixes=9 -|position_of_interrogative_phrases_in_content_questions=2 -|position_of_negative_word_with_respect_to_subject,_object,_and_verb=20 -|position_of_tense-aspect_affixes=2 -|postverbal_negative_morphemes=4 -|prefixing_vs._suffixing_in_inflectional_morphology=2 -|presence_of_uncommon_consonants=1 None|preverbal_negative_morphemes=1 NegV|reduplication=1 Productive full and partial reduplication|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=4 -|sovneg_order=11 -|syllable_structure=2 Moderately complex|the_position_of_negative_morphemes_in_sov_languages=6 -|tone=1 -|uvular_consonants=1 -|voicing_and_gaps_in_plosive_systems=2 -|voicing_in_plosives_and_fricatives=4 -|vowel_quality_inventories=2 Average (5-6)
wn	Wik Ngathana	-13.9166666667	141.5	Northern Pama-Nyungan	Pama-Nyungan	US	order_of_adjective_and_noun=2 -|order_of_demonstrative_and_noun=2 Noun-Demonstrative|order_of_object_and_verb=1 OV|order_of_subject,_object_and_verb=6 OSV|order_of_subject_and_verb=1 SV|polar_questions=1 Question particle|position_of_case_affixes=1 Case suffixes|position_of_polar_question_particles=2 Final|relationship_between_the_order_of_object_and_verb_and_the_order_of_adjective_and_noun=2 OV and NAdj
